district_id,district,region,ecological_zone,spatial_unit,incidence,parasitemia,itn_coverage,water_access,sanitation,u5mr,mort_rate,pop_density,high_burden,bv_lisa_quadrant,gi_z_score,gi_classification,xgb_risk_score,xgb_risk_tier,data_source_incidence,data_source_parasitemia,data_source_itn,data_source_wash,data_source_u5mr,analysis_year,version,latitude,longitude
102,NORTH TONGU,VOLTA,Transitional Forest-Savannah,261-district (Ghana 2018 administrative),211.4,32.56435295224836,38.05896584214201,66.30798432520123,51.725379204591356,89.8489349647045,36.3127274117559,52.012445394845216,0,0,0.2899913318226707,Not Significant,0.45442077185588625,Moderate,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),6.14399495,0.297188924896433
103,CENTRAL TONGU,VOLTA,Transitional Forest-Savannah,261-district (Ghana 2018 administrative),190.6,43.12418991671684,39.115575227902056,73.9859761742964,42.08445150838523,107.55343356308006,39.31372247342176,148.48628329833673,1,0,0.17159332573532074,Not Significant,0.6230296568190283,High,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),6.16884364999999,0.611561745917151
104,MAMPONG MUNICIPAL,ASHANTI,Coastal/Urban,261-district (Ghana 2018 administrative),114.7,31.41688549799138,57.8686324789589,74.53637205895765,60.16028032550556,71.63139482905609,17.614595017183206,133.93556350448515,0,0,-1.5023351559329194,Not Significant,0.2901120884960414,Moderate,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),7.056139,-1.40425
105,AJUMAKO-ENYAN-ESSIAM,CENTRAL,Forest,261-district (Ghana 2018 administrative),136.9,45.442885472362825,35.98824302202885,74.76212404470645,64.51893634865537,95.43576069249029,31.366627675684033,52.770109764753514,1,3,-0.5113109302450562,Not Significant,0.6893910856703117,High,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),5.478649699999997,-1.13574812718209
106,GOMOA WEST,CENTRAL,Forest,261-district (Ghana 2018 administrative),154.1,52.49349549311544,27.473316778445813,74.29258518768457,53.18911588169021,126.00855230374513,29.484200699878542,1080.102202554498,1,3,-0.32876371097919266,Not Significant,0.7762771923543575,Very High,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),5.38725545,-0.833638570821268
107,AGONA WEST MUNICIPAL,CENTRAL,Forest,261-district (Ghana 2018 administrative),143.5,47.22679796070007,29.6120636599343,69.39908170323204,50.51228215327282,129.19009017826457,33.00826163114486,194.60836210817516,1,0,-0.7716874919935613,Not Significant,0.6733555227223607,High,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),4.8901537,-1.9664135
108,AGONA EAST,CENTRAL,Forest,261-district (Ghana 2018 administrative),140.0,49.524669217902655,29.62389365374554,74.5812390542545,55.92600214908229,87.18504800051153,33.50391411485246,708.9473626054996,1,3,-0.5570097886483681,Not Significant,0.5953917246290104,High,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),5.63553575,-0.654757357749996
109,ASSIN NORTH,CENTRAL,Forest,261-district (Ghana 2018 administrative),144.0,44.45416986174331,41.92728204405157,72.80516326245201,57.08235102300863,144.4459032259199,26.75590922526771,157.57031859353594,1,0,-0.6819131796855707,Not Significant,0.5690687292067665,High,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),5.82545685,-1.37392719579152
110,ASSIN SOUTH,CENTRAL,Forest,261-district (Ghana 2018 administrative),130.2,44.43133848285221,37.48145173857481,84.62400773766286,49.47063970507464,112.96574227030887,27.653976912620358,478.56715905635247,0,3,-0.6070083186915347,Not Significant,0.38990359527467355,Moderate,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),5.52889644999999,-1.2709401638536
111,ASIKUMA-ODOBEN-BRAKWA,CENTRAL,Forest,261-district (Ghana 2018 administrative),200.5,45.61355727286607,36.13037829382337,80.10789551581556,56.985018910792,135.01625133955523,29.446281403726022,-5.457414624136902,0,4,0.32135614669259754,Not Significant,0.3220926252002417,Moderate,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),5.478649699999997,-1.13574812718209
112,EFFUTU MUNICIPAL,CENTRAL,Forest,261-district (Ghana 2018 administrative),165.6,54.729971678249306,46.117920278896094,75.52135901376467,64.33858524410041,138.0512944712142,32.431648089800674,252.85547411913595,1,0,-0.38694043924503263,Not Significant,0.5722218310637427,High,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),5.38339225,-0.597395635326539
113,GOMOA EAST,CENTRAL,Forest,261-district (Ghana 2018 administrative),152.0,49.70062548378524,45.866963628619246,66.70540361420207,53.87447554180116,99.61701736543569,27.980178234666095,480.35207152974954,1,0,-0.7103131247333005,Not Significant,0.6752522351815473,High,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),5.47699369999999,-0.589745989100534
114,ABURA-ASEBU-KWAMANKESE,CENTRAL,Forest,261-district (Ghana 2018 administrative),158.4,49.76984556871838,27.69465460767965,78.55446133499417,57.29707097804492,142.62946766455036,26.699408758642317,262.29957465864493,1,3,-0.2298275630412898,Not Significant,0.5719482458159649,High,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),5.478649699999997,-1.13574812718209
115,JOMORO,WESTERN,Forest,261-district (Ghana 2018 administrative),143.3,54.906084048765514,42.36325080933346,77.8881586252915,58.449433335608646,95.11917892904438,24.987140233599344,171.0832990059197,0,0,-0.8120208786826589,Not Significant,0.4677327854790522,Moderate,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),5.199616,-2.61473434715296
116,ELLEMBELLE,WESTERN,Forest,261-district (Ghana 2018 administrative),154.2,33.51594661152928,42.890662772109735,70.06164677362726,65.7843231862218,71.95760084008205,23.849559849028385,148.93620988995931,0,0,-0.6534753540476373,Not Significant,0.30573608150007964,Moderate,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),5.14952214999999,-2.42142536190491
117,DORMAA MUNICIPAL,BONO,Transitional Forest-Savannah,261-district (Ghana 2018 administrative),205.1,39.398016680106174,33.990223283571964,75.1362554205928,38.41835387958865,61.040856585321954,31.58877602842489,90.44051681851849,0,0,0.587008621818878,Not Significant,0.2960405368053134,Moderate,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),7.23948645,-2.85657511014467
118,DORMAA WEST,BONO,Transitional Forest-Savannah,261-district (Ghana 2018 administrative),155.4,44.38532372523702,35.70720491046369,64.19361251055523,37.696945581947745,120.916570478798,34.580169279869004,139.23896128600884,1,0,-0.18211374739533182,Not Significant,0.7236087948941239,High,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),6.97538415,-2.9463116043167
119,NADOWLI-KALEO,UPPER WEST,Guinea/Sudan Savannah,261-district (Ghana 2018 administrative),330.4,55.91568146676813,15.15464368336717,49.303122563883356,28.778632158364264,150.7067726224236,47.925229660061355,266.28474541654543,0,4,3.9520240032769918,Hotspot 99.9%,0.445492943066589,Moderate,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),10.442601377272728,-2.5245542561064784
120,PRESTEA/HUNI VALLEY,WESTERN,Forest,261-district (Ghana 2018 administrative),123.5,51.63543059685677,36.88470667206555,80.73615776622968,56.913772465541186,104.91357776101202,27.720873942347254,253.7905275719582,0,0,-1.0475158138673866,Not Significant,0.4317648177415481,Moderate,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),5.44481979999999,-2.04050432321944
121,AHANTA WEST MUNICIPAL,WESTERN,Forest,261-district (Ghana 2018 administrative),148.5,47.38132819529444,38.71007342554893,81.45397692620766,51.85884456982319,110.42961486243091,24.155600134160277,556.8675361801251,0,0,-0.7066336424950186,Not Significant,0.2920231727947753,Moderate,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),4.8514282,-1.98665461803006
122,DAFFIAMA BUSSIE ISSA,UPPER WEST,Guinea/Sudan Savannah,261-district (Ghana 2018 administrative),273.8,52.592023261796534,22.133807090139097,49.5592272871594,38.29070014380505,132.72921388133713,49.39577083537015,42.7446989627318,0,4,3.341016873304368,Hotspot 99.9%,0.4775867447174772,Moderate,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),10.36748405,-2.26222672458466
123,NZEMA EAST,WESTERN,Forest,261-district (Ghana 2018 administrative),134.0,28.215329648313954,24.034054856940333,80.31747003292664,58.28247156213069,95.89761712661121,23.36233422868783,168.17039133251544,0,0,-0.9547676112966065,Not Significant,0.20436574457341075,Very Low,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),5.08576495,-2.22263416898707
124,LAWRA,UPPER WEST,Guinea/Sudan Savannah,261-district (Ghana 2018 administrative),274.9,54.45968967732152,38.57693274830898,57.67723451547648,31.357188592458684,143.48972723061618,49.20285765998822,-28.22491137690148,0,4,3.3988218652873585,Hotspot 99.9%,0.32834875427850985,Moderate,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),10.61348995,-2.86412434170417
125,NANDOM,UPPER WEST,Guinea/Sudan Savannah,261-district (Ghana 2018 administrative),267.6,58.25569624403854,16.407170292730864,52.486483653386756,44.39055489244729,157.01275191746217,47.57125258352179,264.73409688819544,1,4,3.3038432450194857,Hotspot 99.9%,0.6323049515885066,High,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),10.8520701,-2.760077
126,TARKWA NSUAEM,WESTERN,Forest,261-district (Ghana 2018 administrative),158.5,50.94425653799619,42.58410156978724,71.85728539961747,59.29370616135888,99.5138784133512,27.654443309178628,293.73992385369024,1,0,-0.5287049190490094,Not Significant,0.6407407230178203,High,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),5.271118085714284,-2.041238893063938
127,TALENSI,UPPER EAST,Guinea/Sudan Savannah,261-district (Ghana 2018 administrative),218.9,16.598947042678994,60.64467308645425,64.22816017773789,55.00288989075059,122.25221126996348,41.395559053509515,222.09175111568695,1,0,1.760022462348333,Not Significant,0.5206930786992328,High,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),10.6451057499999,-0.62587443176215
128,SEFWI AKONTOMBRA,WESTERN NORTH,Forest,261-district (Ghana 2018 administrative),135.2,39.167959192473475,37.28968010878699,76.30406441194324,58.3255635950667,87.11583813313928,25.999224342572752,754.9606707691842,1,0,-0.642509133703597,Not Significant,0.5716017017357714,High,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),6.0425529,-2.8760069
129,EFFIA KWESIMINTSIM MUNICIPAL,WESTERN,Forest,261-district (Ghana 2018 administrative),162.8,42.0138154201716,44.01725684538579,77.45740010550495,59.15258025492921,75.68459871254773,23.690866868767937,2.2263255329538936,0,0,-0.4880527081799121,Not Significant,0.25255456346571825,Moderate,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),4.96766095,-1.80360599719917
130,NABDAM,UPPER EAST,Guinea/Sudan Savannah,261-district (Ghana 2018 administrative),204.1,26.5219150891962,51.53338678625724,68.98832577253755,29.98618359279096,111.86778865789987,36.94823899681497,392.39948034657084,1,1,1.2624534477551856,Not Significant,0.5660334748639224,High,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),10.8469045,-0.661562047243897
131,BUILSA SOUTH,UPPER EAST,Guinea/Sudan Savannah,261-district (Ghana 2018 administrative),233.4,19.47582688283696,63.572133354990605,60.921555679194306,45.181021426973885,142.06484028458993,35.648238771698324,-30.682460177850892,0,0,2.0141042116755017,Hotspot 95%,0.461925011826638,Moderate,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),10.53032385,-1.26246582508358
132,BUILSA NORTH,UPPER EAST,Guinea/Sudan Savannah,261-district (Ghana 2018 administrative),228.7,29.01743734942205,44.50547771120427,64.73693327297603,44.18054008828978,128.351916476716,31.996937091381856,21.667135720320843,0,0,1.829723015382486,Not Significant,0.3746697478247721,Moderate,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),10.73472,-1.29056
133,BINDURI,UPPER EAST,Guinea/Sudan Savannah,261-district (Ghana 2018 administrative),194.4,30.981783662940416,58.85553986260608,61.21477861599453,51.40743351156058,79.13601968601259,37.659571137033794,-20.936810945662565,1,0,1.2144994672676874,Not Significant,0.5676605961116808,High,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),10.9694889,-0.3062234
134,PUSIGA,UPPER EAST,Guinea/Sudan Savannah,261-district (Ghana 2018 administrative),186.7,15.452082151308897,45.38089693568353,67.92646363459313,34.85250811056293,138.2235134785283,33.90535978271093,169.2585709355999,0,1,1.11431653903993,Not Significant,0.4383048722582433,Moderate,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),11.0854045,-0.1276855
135,BAWKU MUNICIPAL,UPPER EAST,Guinea/Sudan Savannah,261-district (Ghana 2018 administrative),196.8,17.025575525173267,59.06787776053253,55.87774247692754,33.99799061124229,112.33864869663142,39.40459416378555,294.10708512831025,1,0,1.2457253150269887,Not Significant,0.5798133594134841,High,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),11.0607602,-0.2422876
136,NORTH GONJA,SAVANNAH,Guinea/Sudan Savannah,261-district (Ghana 2018 administrative),258.0,53.47642418743165,26.5779694329504,70.4091145341392,38.133497011538076,146.3375922541306,50.59894473240081,165.36866984751623,1,4,3.1492009513543766,Hotspot 99%,0.5480681426924386,High,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),8.98787705,-0.403868101269744
137,WEST GONJA,SAVANNAH,Guinea/Sudan Savannah,261-district (Ghana 2018 administrative),260.5,56.302862760688875,29.87071414947965,54.233059154219795,37.78438212431312,145.45400790105748,51.142745565202894,139.75457445618545,1,4,3.3016128273223915,Hotspot 99.9%,0.5938430285126703,High,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),9.5267018,-1.5071681
138,MION,NORTHERN,Guinea/Sudan Savannah,261-district (Ghana 2018 administrative),287.1,46.96883450661191,38.57968163617141,57.566149815796024,40.09058404491759,86.11742187209299,56.14012887125624,58.754687172032945,0,4,3.5761400722062473,Hotspot 99.9%,0.40136489539374987,Moderate,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),9.45284905,-0.335525511842833
139,YENDI MUNICIPAL,NORTHERN,Guinea/Sudan Savannah,261-district (Ghana 2018 administrative),314.9,54.69769651013238,38.03045840934171,54.187089115350105,29.200992473847712,173.11144831148673,49.57414397843704,192.273878274646,0,4,4.017019303664949,Hotspot 99.9%,0.38016936007618185,Moderate,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),9.4739214,0.022769270127783
140,TOLON,NORTHERN,Guinea/Sudan Savannah,261-district (Ghana 2018 administrative),308.5,63.03925016336011,32.90472762596546,60.59424569309346,53.302562310629675,144.76582110558462,52.67693495786863,276.62760386785226,0,4,3.9261297825084105,Hotspot 99.9%,0.4049679023934265,Moderate,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),9.555956,-1.19792230212529
141,KUMBUNGU,NORTHERN,Guinea/Sudan Savannah,261-district (Ghana 2018 administrative),314.8,69.47854581694475,31.56694916053694,51.74753099328213,42.94139238142888,117.04631299209808,51.686505008268504,142.41480109567968,0,4,4.060884185041108,Hotspot 99.9%,0.32799739138196127,Moderate,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),9.5591282,-0.9467086
142,WEST MAMPRUSI MUNICIPAL,NORTHERN EAST,Guinea/Sudan Savannah,261-district (Ghana 2018 administrative),270.4,55.19206963285474,34.57621167094934,64.18228587966904,48.57829406984394,141.33636847986415,47.79134028377308,296.54977993139636,1,0,2.926345049786508,Hotspot 99%,0.7722010364442126,Very High,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),10.29738455,-0.764055036110824
143,MAMPRUGU MOAGDURI,NORTHERN EAST,Guinea/Sudan Savannah,261-district (Ghana 2018 administrative),302.0,47.372306156518206,32.15152194404333,60.16351970329846,39.79870625791115,155.49496652038675,49.30779299555435,158.350797834055,0,0,3.115001213332284,Hotspot 99%,0.4133901454553493,Moderate,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),10.23964,-1.27428
144,ZABZUGU,NORTHERN,Guinea/Sudan Savannah,261-district (Ghana 2018 administrative),280.3,61.965944133817395,24.35095328935274,51.79225438667481,43.385731982110265,128.65191045881494,46.88545514718514,-38.56104081054097,0,4,3.366666676820937,Hotspot 99.9%,0.43678059561890226,Moderate,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),9.294058,0.367064
145,TATALE SANGULI,NORTHERN,Guinea/Sudan Savannah,261-district (Ghana 2018 administrative),267.7,51.861517521757314,44.383245963129845,64.77285952330101,31.316285211615355,178.57361308812855,54.83304684703392,112.90123053364562,0,4,3.2027309760846054,Hotspot 99%,0.3377079179706438,Moderate,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),9.34906725,0.514632473680653
146,SENE EAST,BONO EAST,Transitional Forest-Savannah,261-district (Ghana 2018 administrative),123.0,56.38790602256266,23.97237654548076,57.138880571583584,49.11188111805343,137.7611388923645,34.77676809507851,273.35823894753565,1,0,-0.2624087844906776,Not Significant,0.709965124944616,High,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),7.6658435,-0.182426172494555
147,BIBIANI-ANHWIASO-BEKWAI MUNICIPAL,WESTERN NORTH,Forest,261-district (Ghana 2018 administrative),153.9,48.98888475994597,47.19499607384553,74.66029249252426,54.08108689590645,95.72253882674094,25.282669172183883,22.728639231518144,0,0,-0.7258367921604845,Not Significant,0.4659445342134961,Moderate,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),6.43631235,-1.59282285301503
148,SENE WEST,BONO EAST,Transitional Forest-Savannah,261-district (Ghana 2018 administrative),137.5,40.53197621134133,28.688926620172417,56.2672517442601,45.38693833533218,133.29666864580585,33.50676963353095,44.76410047273289,1,0,-0.2674272243091364,Not Significant,0.6213389335797864,High,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),7.74897775,-0.618112944814146
149,UPPER DENKYIRA EAST MUNICIPAL,CENTRAL,Forest,261-district (Ghana 2018 administrative),137.2,53.702308873420215,27.05557176843548,68.91584654215774,59.705747380611115,99.34587413695813,29.10993562744583,6.243382837858526,0,0,-0.9090440485062009,Not Significant,0.36226227624720747,Moderate,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),5.83523424999999,-1.73920835777296
150,ASUTIFI NORTH,AHAFO,Transitional Forest-Savannah,261-district (Ghana 2018 administrative),151.9,42.25176784321869,23.611890418501186,67.11027350446123,45.939078080459765,110.32337907236567,30.645591623509837,447.75221022480923,1,0,-0.1112979855126316,Not Significant,0.6585552198915522,High,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),7.07651835,-2.52531850396715
151,AHAFO ANO NORTH,ASHANTI,Coastal/Urban,261-district (Ghana 2018 administrative),121.5,16.357835307270054,46.94265409189386,83.28184572857829,62.68448403647445,75.46033340097473,18.64894833136151,125.56163099686172,0,0,-0.9607153918221873,Not Significant,0.0,Very Low,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),6.90966445,-2.23301229669742
152,AMANSIE CENTRAL,ASHANTI,Coastal/Urban,261-district (Ghana 2018 administrative),103.2,29.477491250273353,34.92274183944774,76.56430078879313,58.07702176949477,93.18965436974142,22.023930225374357,439.9482812192562,0,0,-1.4621876373852465,Not Significant,0.27492680629150984,Moderate,WHO GHO / DHIMS2 2018-2022,Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 (spatially disaggregated),Ghana DHS 2014 / JMP,Ghana DHS 2014 / Census 2021,2022,v1.1 | May 2026 (Guan added),6.20744165,-1.82814118592735
